name,ftype,tier,lat,lon
Ile-Oluji Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.217381,4.872067
Ile-Oluji General Hospital,General Hospital,Tier3 provincial hospital,7.21666,4.86666
Ilowo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.05491,4.836131
Ilutitun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.52593,4.63747
Ipe Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.422149,5.850456
Ipe General Hospital,General Hospital,Tier3 provincial hospital,7.42193,5.85025
Ipele Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.1338,5.6728
Irun-Akoko General Hospital,General Hospital,Tier3 provincial hospital,7.57319,5.6795
Isolo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.271257,5.19723
Itaogbolu General Hospital,General Hospital,Tier3 provincial hospital,7.3695,5.2487
Iwaro-Oka General Hospital,General Hospital,Tier3 provincial hospital,7.445243,5.616061
Iyere Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.1762310000000005,5.614023
Kolawole Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.27008,5.01037
Laje Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.01666,4.63333
Moferere Oja Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.99445,4.93729
Oba-Ile Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.2623,5.259
Ode-Aye I Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.5879010000000005,4.74358
Ode-Irele Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.49368,4.86198
Ode-Irele General Hospital,General Hospital,Tier3 provincial hospital,6.48694,4.87001
Ogbagi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.576092,5.699034
Oke-Igbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.17231,4.72388
Okeluse Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.776905,5.585426
Olorunsogo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.32924,4.99258
Ore General Hospital,General Hospital,Tier3 provincial hospital,6.750595,4.877733
Orisunmibare Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.35822,4.94435
Owase Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.46143,5.79287
Owena Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.0065,5.0187
Owo General Hospital,General Hospital,Tier3 provincial hospital,7.198094,5.568502
Supare Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.444882,5.695812
Wasimi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.14661,4.98773
Aderemi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.4842,4.55085
Alaka Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.36287,4.95855
Araromi Hospital (Eko Ende Road),Hospital,Tier3 provincial hospital,7.92302,4.6572
"Asubiaro, Osogbo State Hospital",State Hospital,Tier4 central hospital,7.76473,4.54755
Bello Primary Hospital. Iperin Str. Ila,Hospital,Tier3 provincial hospital,8.025414,4.915904
Edunabon Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.55,4.45
Ejigbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.879175,4.297922
Eleyele Ile-Ife Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.54512,4.57763
Enuwa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.48404,4.56048
Esa Oke Ward 7 Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.751509,4.889681
Garage Olode Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.26645,4.628309
Gbongan Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.397921,4.338142
Holy Trinity Hospital Igbogi Str. Ilesa,Hospital,Tier3 provincial hospital,7.63435,4.74208
Ibokun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.784565,4.717709
Ifetedo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.181591,4.70354
Ifewara Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.460996,4.67907
Ifon-Osun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.86666,4.48333
Igbajo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.9,4.81666
Ijebu-Jesa General Hospital,General Hospital,Tier3 provincial hospital,7.691403,4.805922
Ijeda Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.6500010000000005,4.83333
Ikeji Ile Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.46666,4.91666
Ikire General Hospital,General Hospital,Tier3 provincial hospital,7.37504,4.20004
Ikirun State Hospital,State Hospital,Tier4 central hospital,7.916661,4.66666
Ila General Hospital,General Hospital,Tier3 provincial hospital,8.01667,4.9
Ile-Ife Obafemi Awolowo University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,7.504611,4.572667
Ile-Ogbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.61666,4.25
Ilesa State Hospital,State Hospital,Tier4 central hospital,7.63385,4.72817
Illie Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.96659,4.54991
"Iloko Ijesa Comprehensive Health Centre,",Comprehensive Health Centre,Tier3 provincial hospital,7.64599,4.819686
Iperindo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.50269,4.32264
Ipetu-Jesa State Hospital,State Hospital,Tier4 central hospital,7.47159,4.88606
Ipetumodu General Hospital,General Hospital,Tier3 provincial hospital,7.51666,4.45
Iragberi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.78333,4.36666
Iragbiji Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.908875,4.684077
Iree Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.93333,4.71666
Iree Rainbow Medical Centre,Hospital,Tier3 provincial hospital,7.93321,4.72228
Ires Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.93333,4.83333
"Isale Agbara, Osogbo Comprehensive Health Centre",Comprehensive Health Centre,Tier3 provincial hospital,7.76041,4.55777
Iwara Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.53086,4.72628
Iwo State Hospital,State Hospital,Tier4 central hospital,7.63612,4.147343
Jaleyemi Catholic Hospital,Hospital,Tier3 provincial hospital,7.858506,4.466674
Konda Ilobu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.84218,4.50198
Kuta Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.6500010000000005,4.28333
"Lautech Teaching Hospital. Idi Seke, Osogbo",University Teaching Hospital,Tier4 central hospital,7.77835,4.552102
Modakeke Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.475041,4.55646
Oba-Ile Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.913181,4.57853
Ode Omu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.53333,4.4
Oke-Ila Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.020551,5.014791
Oke-Ogbo Ile-Ife State Hospital,State Hospital,Tier4 central hospital,7.4494,4.60135
Okuku Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.005729,4.671936
"Olorunsogo, Osogbo Mercyland Hospital",Hospital,Tier3 provincial hospital,7.469126,4.360107
Oraa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.885477,7.8854779
Osu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.583516,4.619616
Otan Ayegabju Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.95,4.7999
Our Lady Catholic Hospital,Hospital,Tier3 provincial hospital,7.76902,4.54856
"Owode-Idi-Ose Primary Health Centre, Aludunduns Comp. Ikirun",Comprehensive Health Centre,Tier3 provincial hospital,7.90783,4.66868
Oyan Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.05,4.76666
Sekona Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.61666,4.45
St. Nicholas Catholic Hospital,Hospital,Tier3 provincial hospital,7.95253,4.78789
St. Zeno Hospital Telemu,Hospital,Tier3 provincial hospital,7.63897,4.170133
Victory Hospital Annex,Hospital,Tier3 provincial hospital,7.63889,4.18025
Wesley Guild Hospital (OautIlesa),Hospital,Tier3 provincial hospital,7.615019,4.735954
Abiwere Hospital,Hospital,Tier3 provincial hospital,7.853619,3.94623659
Ado Awaye General Hospital,General Hospital,Tier3 provincial hospital,7.835629,3.435637
Ago Are General Hospital,General Hospital,Tier3 provincial hospital,8.508911,3.418926
Asiawu Adesina Memorial Hospital Iseyin,Hospital,Tier3 provincial hospital,7.968509,3.589752
Ayete General Hospital,General Hospital,Tier3 provincial hospital,7.544299,3.220994
Bamidupe Hospital,Hospital,Tier3 provincial hospital,7.99993,3.917775
Beloved Hospital,Hospital,Tier3 provincial hospital,7.345742,3.915574
Ejire Hospital,Hospital,Tier3 provincial hospital,7.966238,3.917158
Fiditi General Hospital,General Hospital,Tier3 provincial hospital,7.717277,3.922438
Gangan Hospital,Hospital,Tier3 provincial hospital,7.649683,3.116505
Grace Hospital,Hospital,Tier3 provincial hospital,7.877853,3.931174
Igbeti General Hospital,General Hospital,Tier3 provincial hospital,8.75,4.13333
Igbo Ora General Hospital,General Hospital,Tier3 provincial hospital,7.438948,3.277441
Ilora General Hospital,General Hospital,Tier3 provincial hospital,7.800502,3.903408
Iresaadu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.099519,4.432679
Iresadu General Hospital,General Hospital,Tier3 provincial hospital,8.100587,4.43295
Isale Efin State Hospital,State Hospital,Tier4 central hospital,8.67201729,3.3968521
Iseyin General Hospital,General Hospital,Tier3 provincial hospital,7.948734,3.61747
Jericho General Hospital,General Hospital,Tier3 provincial hospital,7.396875,3.870938
Kisi District Hospital,District Hospital,Tier3 provincial hospital,9.081539,3.856577
Kisi General Hospital,General Hospital,Tier3 provincial hospital,9.0833,3.85
Lagun General Hospital,General Hospital,Tier3 provincial hospital,7.5333,4.0999
Odinjo Comprehensive HealthCentre,Comprehensive Health Centre,Tier3 provincial hospital,7.359065,3.913122
Ojutaye Centre Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.9333,4.1333
Okeho General Hospital,General Hospital,Tier3 provincial hospital,8.043285,3.380072
Olokonla Hospital,Hospital,Tier3 provincial hospital,7.869081,3.93406
Orile Odo General Hospital,General Hospital,Tier3 provincial hospital,7.250177,3.854621
Oyo State Hospital,State Hospital,Tier4 central hospital,7.408179,3.909491
Ring Road State Hospital,State Hospital,Tier4 central hospital,7.351049,3.862407
Sepeteri General Hospital,General Hospital,Tier3 provincial hospital,8.629372,3.653591
St Mary Catholic Hospital,Hospital,Tier3 provincial hospital,7.387638,3.919595
Tede General Hospital,General Hospital,Tier3 provincial hospital,8.545239,3.446824
UNI Teaching Hospital Annex,University Teaching Hospital,Tier4 central hospital,7.442527,3.272999
Bassa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,10.05433,8.799138
Bene Hospital,Hospital,Tier3 provincial hospital,8.877077,9.54455
Bukkos General Hospital,General Hospital,Tier3 provincial hospital,9.29929208094949,8.99432122707367
Dengi General Hospital,General Hospital,Tier3 provincial hospital,9.369869,9.978193
Dyerok CH Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.183356,9.383201
Faith Alive Hospital,Hospital,Tier3 provincial hospital,9.927854,8.882314
Gafat General Hospital,General Hospital,Tier3 provincial hospital,9.498498,8.920273
Garkuwa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,9.09801,9.96264
Jarawan Koli General Hospital,General Hospital,Tier3 provincial hospital,9.99292,9.10019
Jos University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,9.908751,8.890309
Juth Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.597213,9.229288
Juth Comprehensive Health Centre Zamko,Comprehensive Health Centre,Tier3 provincial hospital,8.997896,9.846936
Kabwir Pada General Hospital,General Hospital,Tier3 provincial hospital,9.399297,9.563068
Kowa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.85554,8.854534
Lohkang Hospital,Hospital,Tier3 provincial hospital,8.698788,9.762285
Lowrack Hospital,Hospital,Tier3 provincial hospital,9.716507,8.849995
Mabudi General Hospital,General Hospital,Tier3 provincial hospital,8.580078,9.865439
Mangu I General Hospital,General Hospital,Tier3 provincial hospital,9.475354,9.161073
May Hospital,Hospital,Tier3 provincial hospital,8.876365,9.544505
Moda/Shangfup Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.932982,9.283586
Naf Hospital,Hospital,Tier3 provincial hospital,9.884446,8.886934
New Christian Hospital,Hospital,Tier3 provincial hospital,9.936147,8.875513
Ola Hospital,Hospital,Tier3 provincial hospital,9.74513,8.87726
Pankshin General Hospital,General Hospital,Tier3 provincial hospital,9.323151,9.423311
Riyom General Hospital,General Hospital,Tier3 provincial hospital,9.550362,8.749732
Shendam General Hospital,General Hospital,Tier3 provincial hospital,8.8783,9.54632
Suna Hospital,Hospital,Tier3 provincial hospital,9.91030500058574,8.88175964355468
Tabat General Hospital,General Hospital,Tier3 provincial hospital,9.177871,9.76936
Tunkus General Hospital,General Hospital,Tier3 provincial hospital,9.023708999999998,9.614781
Vandapuye Evangelical Church Winning All (ECWA) Hospital,Hospital,Tier3 provincial hospital,9.92011,8.87963
Vom Christian Hospital,Hospital,Tier3 provincial hospital,9.687798,8.747876
Abonnema Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.724384,6.778629
Abonnema General Hospital,General Hospital,Tier3 provincial hospital,4.724385,6.778629
Abua General Hospital,General Hospital,Tier3 provincial hospital,4.85677,6.64416
Ahoada Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.096054,6.643251
Akinma Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.045713,6.511089
Aminigboko General Hospital,General Hospital,Tier3 provincial hospital,4.939987,6.585487
Bakana Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.737786,6.96804
Bodo General Hospital,General Hospital,Tier3 provincial hospital,4.633417,7.275616
Bonny Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.452399,7.170348
Bonny General Hospital,General Hospital,Tier3 provincial hospital,4.435639,7.175031
Bori General Hospital,General Hospital,Tier3 provincial hospital,4.674007,7.376048
Buguma General Hospital,General Hospital,Tier3 provincial hospital,4.738834,6.859573
Degema Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.74611,6.76769
Degema General Hospital,General Hospital,Tier3 provincial hospital,4.873338,6.864883
Eberi General Hospital,General Hospital,Tier3 provincial hospital,5.088762,7.231987
Edegberi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,5.17843647,6.49794747
Eleleamini General Hospital,General Hospital,Tier3 provincial hospital,5.05,6.73333
Eleme General Hospital,General Hospital,Tier3 provincial hospital,4.81809979,7.08841923
Emelego General Hospital,General Hospital,Tier3 provincial hospital,4.820693,6.5122
Emohua General Hospital,General Hospital,Tier3 provincial hospital,4.886979,6.855921
Erema General Hospital,General Hospital,Tier3 provincial hospital,5.22372,6.66439
Ibaa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.96768,6.81565
Isiokpo General Hospital,General Hospital,Tier3 provincial hospital,4.956658,6.879567
Joinkrama General Hospital,General Hospital,Tier3 provincial hospital,5.1333,6.4666
Kono General Hospital,General Hospital,Tier3 provincial hospital,4.59754,7.49633
Ngo General Hospital,General Hospital,Tier3 provincial hospital,4.480834,7.410488
Obio Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.833826,7.033569
Ogoloma Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.73602,7.078931
Ogu General Hospital,General Hospital,Tier3 provincial hospital,4.721328,7.196249
Okehi General Hospital,General Hospital,Tier3 provincial hospital,5.132154,7.137663
Okomoko General Hospital,General Hospital,Tier3 provincial hospital,5.0,7.06666
Okrika General Hospital,General Hospital,Tier3 provincial hospital,4.74158,7.08487
Okwuzi General Hospital,General Hospital,Tier3 provincial hospital,5.478841,6.718862
Omoku Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.348279,6.657549
Omoku General Hospital,General Hospital,Tier3 provincial hospital,5.354167,6.657409
Omuma Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.09072,7.23485
Opobo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.513241,7.528672
Opobo General Hospital,General Hospital,Tier3 provincial hospital,4.513242,7.528672
Otapha Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.8331,6.6867
Oyigbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.880878,7.126746
Soku Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.677901,6.680846
Taabaa General Hospital,General Hospital,Tier3 provincial hospital,4.735027,7.414833
Teraboh General Hospital,General Hospital,Tier3 provincial hospital,4.65464,7.29573
Ubima General Hospital,General Hospital,Tier3 provincial hospital,5.123777,6.902714
Umuebulu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.9145,7.1289
University Of Port Harcourt Teaching Hospital,University Teaching Hospital,Tier4 central hospital,4.8988,6.9282
Ward 4 General Hospital,General Hospital,Tier3 provincial hospital,4.991065,6.46144
Binji General Hospital,General Hospital,Tier3 provincial hospital,13.222218,4.911152
Bodinga General Hospital,General Hospital,Tier3 provincial hospital,12.87611,5.17194
Dogon Daji General Hospital,General Hospital,Tier3 provincial hospital,12.47097,4.80007
Gada General Hospital,General Hospital,Tier3 provincial hospital,13.758139,5.647756
Illela General Hospital,General Hospital,Tier3 provincial hospital,13.7325,5.30028
Isa General Hospital,General Hospital,Tier3 provincial hospital,13.200875,6.39348
Kebbe General Hospital,General Hospital,Tier3 provincial hospital,12.1288,4.73509
Kware Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.216014999999999,5.262542
Noma Hospital,Hospital,Tier3 provincial hospital,13.06787,5.21542
Rabah General Hospital,General Hospital,Tier3 provincial hospital,13.123667,5.49891
Tambuwal General Hospital,General Hospital,Tier3 provincial hospital,12.407101,4.641215
Tangaza General Hospital,General Hospital,Tier3 provincial hospital,13.364978,4.947284
Tureta General Hospital,General Hospital,Tier3 provincial hospital,12.59396,5.55002
Usman Danfodio University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,13.034428,5.222715
Wurno General Hospital,General Hospital,Tier3 provincial hospital,13.19034,5.37981
Yabo General Hospital,General Hospital,Tier3 provincial hospital,12.73576,5.00781
Baisa Referral Hospital,Hospital,Tier3 provincial hospital,7.23005,10.61566
Bali General Hospital,General Hospital,Tier3 provincial hospital,7.85387,10.95693
Bambur General Hospital,General Hospital,Tier3 provincial hospital,9.36249,11.04461
Dampar Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.534794,10.134282
Donga Referal Hospital,Hospital,Tier3 provincial hospital,7.71971,10.04407
Gembu General Hospital,General Hospital,Tier3 provincial hospital,6.71518,11.24876
Gunduma First Referal Hospital,Hospital,Tier3 provincial hospital,8.61913,10.75536
Karim Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.33768,10.9037
"Kassa ""A"" Hospital",Hospital,Tier3 provincial hospital,8.872321,11.61788
Kunini Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.22884,11.41315
Lau First Referral Hospital,Hospital,Tier3 provincial hospital,9.20321,11.29031
M/Biyu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.64128,10.78544
Pantisawa Referral Hospital,Hospital,Tier3 provincial hospital,8.94628,11.50524
Referal Hospital,Hospital,Tier3 provincial hospital,7.48923654,11.33739973
Sunkani Referral Hospital,Hospital,Tier3 provincial hospital,8.71271,11.26067
Warwar General Hospital,General Hospital,Tier3 provincial hospital,6.67281415,11.30287097
Wukari General Hospital,General Hospital,Tier3 provincial hospital,7.87321,9.76692
Zing General Hospital,General Hospital,Tier3 provincial hospital,8.9823,11.75439
Babbangida Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.147705,11.774585
Bara Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,10.937271,11.680414
Buni Yadi General Hospital,General Hospital,Tier3 provincial hospital,11.2689,11.9968
Damagum General Hospital,General Hospital,Tier3 provincial hospital,11.6774,11.3345
Damanturu Federal Poly Clinic,Polyclinic,Tier4 central hospital,11.747,11.9608
Dapchi General Hospital,General Hospital,Tier3 provincial hospital,12.4904,11.4944
Fika General Hospital,General Hospital,Tier3 provincial hospital,11.279855,11.305557
Gashua Sabon Gari General Hospital,General Hospital,Tier3 provincial hospital,12.8603,10.834
Geidam General Hospital,General Hospital,Tier3 provincial hospital,12.53221,11.55191
Goniri Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.483491,12.31048
Jajimaji Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.900007,10.810019
Jakusko General Hospital,General Hospital,Tier3 provincial hospital,12.374988,10.772264
Kanamma General Hospital,General Hospital,Tier3 provincial hospital,13.0951,12.1011
Kumagannam General Hospital,General Hospital,Tier3 provincial hospital,13.064666,12.087142
Machina Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.138721,10.051516
Nangere General Hospital,General Hospital,Tier3 provincial hospital,11.856694,11.074197
Potiskum General Hospital,General Hospital,Tier3 provincial hospital,11.7091,11.0694
Sugum Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.6833,10.5833
Yunusari Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.13046,11.72963
Yusufari Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.0683,11.1758
Anka General Hospital,General Hospital,Tier3 provincial hospital,12.11381,5.92427
Bakura General Hospital,General Hospital,Tier3 provincial hospital,12.71539,5.869
Birnin Magaji General Hospital,General Hospital,Tier3 provincial hospital,12.60929,6.8568
Bukkuyum General Hospital,General Hospital,Tier3 provincial hospital,12.13769,5.46648
Bungudu General Hospital,General Hospital,Tier3 provincial hospital,12.22229,6.62268
Dansadau General Hospital,General Hospital,Tier3 provincial hospital,12.29043,6.35671
Duhuwa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.825220064347826,5.65939
Gummi General Hospital,General Hospital,Tier3 provincial hospital,12.141044,5.123088
Gusau General Hospital,General Hospital,Tier3 provincial hospital,12.174369,6.657971
K/Namoda General Hospital,General Hospital,Tier3 provincial hospital,12.58365,6.61136
Kagara General Hospital,General Hospital,Tier3 provincial hospital,12.34716,6.13134
Mada General Hospital,General Hospital,Tier3 provincial hospital,12.14145,6.92682
Maradun General Hospital,General Hospital,Tier3 provincial hospital,12.55399,6.19326
Maru General Hospital,General Hospital,Tier3 provincial hospital,12.32535,6.4063
Moriki General Hospital,General Hospital,Tier3 provincial hospital,12.880001,6.49177
Shinkafi General Hospital,General Hospital,Tier3 provincial hospital,13.07001,6.49826
Talata Mafara General Hospital,General Hospital,Tier3 provincial hospital,12.56407,6.05946
Tsafe General Hospital,General Hospital,Tier3 provincial hospital,11.950370999999999,6.91898
Zurmi General Hospital,General Hospital,Tier3 provincial hospital,12.77748,6.78963
