Country,Admin1,Facility name,Facility type,Ownership,Lat,Long,LL source,iso3c,facility_type_9,Tier,Tier_name
Ghana,Ashanti,A.M.E Zion Clinic,Clinic,FBO,7.40801,-1.96317,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Aboabo Health Centre,Health Centre,MoH,6.22393,-1.34982,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Aboabogya Health Centre,Health Centre,MoH,6.84182,-1.61103,Combination,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Aboaboso Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.174609,-1.930386,Other,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Aboaso Health Centre,Health Centre,MoH,6.84177,-1.61098,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Aboffour Health Centre,Health Centre,MoH,7.12986,-1.73294,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Abofour Health Centre,Health Centre,MoH,7.07473,-1.43587,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Abuakwa Madonna Health Centre,Health Centre,MoH,6.700196,-1.719198,Other,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Aburaso Methodist clinic,Clinic,FBO,6.66133,-1.67662,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Achiase Health Centre,Health Centre,MoH,6.45543,-1.31004,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Adidwan Health Centre,Health Centre,MoH,7.25163,-1.40278,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Adimposo Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.33659,-1.92588,GPS,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Adwumakase Kese Health Centre,Health Centre,MoH,6.80813,-1.53933,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Aframso Health Centre,Health Centre,MoH,7.14472,-1.12162,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Afrancho Health Centre,Health Centre,MoH,6.81527,-1.59589,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Agogo Presby Hospital,Hospital,FBO,6.79618,-1.08529,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Agona Health Centre,Health Centre,MoH,6.93605,-1.49759,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ahenema kokoben Health Centre,Health Centre,MoH,6.62597,-1.64978,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ahenkro Health Centre,Health Centre,MoH,6.87155,-1.64009,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Akokuaso Health Centre,Health Centre,MoH,6.85355,-1.33583,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Akomaa Memorial Hospital,Hospital,FBO,6.43966,-1.53837,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Akomadan Health Centre,Health Centre,MoH,7.40581,-1.96072,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Akrofrom Community Clinic,Clinic,MoH,6.39651,-1.60783,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Akrofrom Health Centre,Health Centre,MoH,6.12385,-1.65387,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Akrokerri Health Centre,Health Centre,MoH,6.29513,-1.63224,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Akropong Health Centre,Health Centre,MoH,6.741944,-1.729722,Geonames,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Akutreso Health Centre,Health Centre,MoH,6.09619,-1.29292,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Akyekyerekrom Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,,,,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Allen Health Clinic,Clinic,MoH,6.08691,-1.69553,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Amantenaman Health Centre,Health Centre,MoH,6.77005,-1.16254,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ampunyasi Health Centre,Health Centre,MoH,6.05519,-1.73677,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ananekrom Health Centre,Health Centre,MoH,6.91527,-1.01533,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Anitemfe Health Centre,Health Centre,MoH,6.90731,-2.100375,Other,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ankam Community Clinic,Clinic,MoH,6.394121,-1.867967,Other,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Antoa Health Centre,Health Centre,MoH,6.75748,-1.52574,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Anwomaso Health Centre,Health Centre,MoH,6.69163,-1.52678,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Anyinam Clinic,Clinic,MoH,6.19897,-1.68205,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Anyinasu SDA Clinic,Clinic,FBO,7.240034,-1.580578,Other,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Anyinasuso Health Centre,Health Centre,MoH,6.95913,-2.10037,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Anyinasuso SDA Clinic,Clinic,FBO,7.0102,-1.42346,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Anyinasusu SDA Centre Clinic,Clinic,FBO,7.01484,-1.70874,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Anyinofi Health Centre,Health Centre,MoH,7.42528,-0.77045,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Apaa Sda Clinic,Clinic,FBO,6.960886,-1.45318,Other,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Apaa SDA Clinic,Clinic,FBO,6.97086,-1.44302,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Apatrapa Health Centre,Health Centre,MoH,6.70711,-1.68302,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Apromase Health Centre,Health Centre,MoH,6.67085,-1.49543,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Asaam Health Clinic,Clinic,MoH,7.11732,-1.46598,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Asamang SDA Hospital,Hospital,FBO,7.05322,-1.50964,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Asesewa Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,7.413611,-0.876111,Combination,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Asiwa Health Centre,Health Centre,MoH,6.42344,-1.33434,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Asokore Ahmadyya Muslem Hospital,Hospital,FBO,6.84361,-1.381201,Other,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Asokwa Health Centre,Health Centre,MoH,6.28068,-1.50786,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Asonomaso Government District Hospital,District Hospital,MoH,6.80162,-1.51374,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Asubuasu Health Centre,Health Centre,MoH,7.31624,-1.23529,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Asuofua Health Centre,Health Centre,MoH,6.766437,-1.721841,Combination,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ataasi Health Centre,Health Centre,MoH,5.96664,-1.36454,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Atonsu Health Centre,Health Centre,MoH,7.02372,-1.30912,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Atwereboana Clinic,Clinic,MoH,5.96235,-1.34213,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Atwima Clinic,Clinic,MoH,6.666667,-1.816667,Geonames,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Ayeduasi Health Centre,Health Centre,MoH,6.68665,-1.57294,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Banka Health Centre,Health Centre,MoH,6.29824,-1.21615,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Banko Health Centre,Health Centre,MoH,6.75822,-1.28473,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Banso SDA Clinic,Clinic,MoH,6.47584,-1.19674,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Barekese Health Centre,Health Centre,MoH,6.848,-1.733,Encarta,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Bebome Health Centre,Health Centre,MoH,6.867123,-1.094066,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Bebu Emmanuel Methodist Clinic,Clinic,FBO,6.60928,-1.684495,Other,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Bebu Methodist Clinic,Clinic,FBO,6.61154,-1.68505,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Bekwai Government District Hospital,District Hospital,MoH,6.45605,-1.57857,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Benim Health Centre,Health Centre,MoH,7.09054,-1.46459,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Beposo Health Centre,Health Centre,MoH,6.98526,-1.35503,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Betiako Health Centre,Health Centre,MoH,6.86638,-2.20685,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Beyerebon No.5 Health Centre,Health Centre,MoH,6.39211,-2.18134,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Biemso Health Centre,Health Centre,MoH,6.876835,-1.853303,Other,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Birem Health Centre,Health Centre,MoH,7.224281,-0.987628,Combination,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Birem Health Centre,Health Centre,MoH,7.22732,-0.99197,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Boamang Health Centre,Health Centre,MoH,6.94073,-1.61705,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Boanim Health Centre,Health Centre,MoH,7.03482,-1.48741,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Bodwesango St Louis Health Centre,Health Centre,FBO,6.22249,-1.31031,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Bomfa Health Centre,Health Centre,MoH,6.59635,-1.29933,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Bompata Health Centre,Health Centre,MoH,6.66727,-1.08393,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Boni Clinic,Clinic,MoH,6.456178,-1.656985,Other,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Bonsua Health Centre,Health Centre,MoH,6.93485,-1.67615,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Brodekwanu Methodist Clinic,Clinic,FBO,6.53546,-1.35365,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Brofoyedru Health Centre,Health Centre,MoH,6.47265,-1.37389,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Christ Our Saviour Clinic,Clinic,FBO,6.51142,-1.85217,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Church of Christ Mission Clinic,Clinic,FBO,6.68583,-1.57932,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Church of Christ Mission Clinic,Clinic,FBO,6.71394,-1.42827,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Church of God Clinic,Clinic,FBO,6.66053,-1.44979,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Community Health Centre,Health Centre,FBO,6.66848,-1.84016,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Dadiase Health Centre,Health Centre,MoH,6.88078,-1.36776,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Datano Health Post,Clinic,FBO,6.29398,-1.97098,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Dawia Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,7.124328,-0.907704,Other,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Detieso Community Clinic,Clinic,MoH,6.47674,-1.44168,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Domeabra Health Centre,Health Centre,MoH,6.93864,-1.55757,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Dominase SDA Hospital,Hospital,FBO,6.3104,-1.3911,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Dompoase Benito Menni Health Centre,Health Centre,FBO,6.32282,-1.54468,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Dorcas Memorial Clinic,Clinic,FBO,7.39694,-1.95297,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Duasi Community Clinic,Clinic,MoH,6.46863,-1.39522,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Dunkura Health Centre,Health Centre,MoH,7.14302,-1.522185,Other,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Dwease Health Centre,Health Centre,MoH,6.53747,-1.24407,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Dwendwenase Health Centre,Health Centre,MoH,6.41223,-1.19934,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ebenezer Methodist Clinic,Clinic,FBO,6.65865,-1.84306,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Edwafo Health Centre,Health Centre,MoH,6.19675,-1.57367,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Effiduase District Hospital,District Hospital,MoH,6.84739,-1.39373,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Ejisu Health Centre,Health Centre,MoH,6.72103,-1.47028,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ejura District Hospital,District Hospital,MoH,7.38906,-1.35197,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Ejuratia Health Centre,Health Centre,MoH,6.82287,-1.52227,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Essienkyem Health Centre,Health Centre,MoH,6.97584,-1.84784,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Essuowin Health Centre,Health Centre,MoH,6.53656,-1.86502,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Fenaso Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.162544,-1.80583,Other,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Foase Health Centre,Health Centre,MoH,6.63751,-1.75124,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Fomena Health Centre,Health Centre,MoH,6.28022,-1.51002,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Fumso Health Centre,Health Centre,MoH,6.11048,-1.44854,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Fumso-Ketewa Health Centre,Health Centre,MoH,6.29675,-1.63103,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Funsua Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.960618,-0.725188,Other,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Global Evangelical Mission Hospital,Hospital,FBO,6.66903,-1.49298,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Gyasikrom Health Centre,Health Centre,MoH,6.40145,-1.47313,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Hamidu Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,7.09486,-0.731219,Other,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Histolic Adventist Clinic,Clinic,FBO,6.73243,-1.63484,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Homako Community Clinic,Clinic,MoH,7.42915,-1.45106,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Hwidiem Community Clinic,Clinic,MoH,5.89432,-1.46766,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Jachie Health Centre,Health Centre,MoH,6.56598,-1.52097,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Jamasi Health Centre,Health Centre,MoH,6.97753,-1.47255,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Jeduako Clinic,Clinic,MoH,7.09501,-1.20917,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Juaben Government District Hospital,District Hospital,MoH,6.81602,-1.41392,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Juansa Health Centre,Health Centre,MoH,6.72336,-1.12734,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Juaso District Hospital,District Hospital,MoH,6.59223,-1.12113,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Keniago Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.37344,-2.01764,GPS,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Kenyasi Health Centre,Health Centre,MoH,6.78507,-1.56655,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kofiase Health Centre,Health Centre,MoH,7.14113,-1.48363,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kokofu General Hospital,General Hospital,MoH,6.49903,-1.52254,GPS,GHA,Hospital,4.0,Tier4 central hospital
Ghana,Ashanti,Komeso Health Centre,Health Centre,MoH,6.46154,-1.06901,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Komfo Anokye Teaching Hospital,Teaching Hospital,MoH,6.69715,-1.63015,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Kona Health Centre,Health Centre,MoH,6.86776,-1.51231,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Konkoma SDA Clinic,Clinic,FBO,6.51291,-1.34849,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Konongo-Odumasi Government District Hospital,District Hospital,MoH,6.62436,-1.21792,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Kotokuom Health Centre,Health Centre,MoH,6.675157,-1.980076,Other,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Krobo Health Centre,Health Centre,MoH,7.07457,-1.42352,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kumasi Metropolitan Assembly Clinic,Clinic,MoH,6.68488,-1.62353,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Kumasi South Government Regional Hospital,Regional Hospital,MoH,6.65252,-1.58471,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Kumawu Health Centre,Health Centre,MoH,6.90708,-1.26803,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kuntenase Government District Hospital,District Hospital,MoH,6.53752,-1.47454,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Kwagyekrom Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,7.02111,-1.46379,GPS,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Kwamang Health Centre,Health Centre,MoH,6.89664,-1.62457,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kwamang Health Centre,Health Centre,MoH,6.98188,-1.26961,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kwanwoma Health Centre,Health Centre,MoH,6.62865,-1.63524,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kwaso Health Centre,Health Centre,MoH,6.62771,-1.44722,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Kyekyewere Health Centre,Health Centre,MoH,7.14538,-1.63944,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Lake Bosomtwi Methodist Clinic,Clinic,FBO,6.48398,-1.37362,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Mampong District Hospital,District Hospital,MoH,7.04563,-1.40219,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Mampong Government Hospital,Hospital,MoH,7.056089,-1.398981,Combination,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Mamponteng Health Centre,Health Centre,MoH,6.83295,-1.47695,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Manfo Health Centre,Health Centre,MoH,6.94531,-2.23044,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Manhyia Government Hospital,Hospital,MoH,6.70396,-1.61191,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Mankranso Hospital,Hospital,MoH,6.82076,-1.86278,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Manso Abore Health Centre,Health Centre,MoH,6.44627,-1.97764,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Manso Edubia Health Centre,Health Centre,MoH,6.40256,-1.92957,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Manso Nkran Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.463639,-1.825134,Other,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Manso Tontokrom Health Centre,Health Centre,MoH,6.24929,-1.99483,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Mansonso Health Centre,Health Centre,MoH,6.04547,-1.58955,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Maternal and Child Health Hospital,Hospital,MoH,6.69316,-1.62531,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Methodist Cathederal Church Clinic,Clinic,FBO,6.714668,-1.627545,Other,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Methodist Faith Healing District Hospital,District Hospital,FBO,6.84819,-1.54934,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Mile 14 Community Clinic,Clinic,MoH,6.22126,-1.82139,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Morso Clinic,Clinic,MoH,6.65518,-1.10681,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Mother of God Clinic,Clinic,FBO,6.55942,-1.89046,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Mpasaso Health Centre,Health Centre,MoH,6.80274,-2.13864,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Mpasatia Health Centre,Health Centre,MoH,6.662234,-1.844209,Other,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Mpraniase Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.459385,-1.768633,Other,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Muranaim Health Centre,Health Centre,MoH,6.24703,-1.20566,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Nancy Powel's Clinic,Clinic,FBO,6.31788,-1.30804,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Nerebehi Health Centre,Health Centre,MoH,6.699119,-1.807729,Other,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,New Edubiase District Hospital,District Hospital,MoH,6.05456,-1.39281,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,New Life Clinic,Clinic,FBO,6.47284,-1.43677,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Nipankyeremia Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.37002,-2.15827,GPS,GHA,Community Health Unit,1.0,Tier1 health post
Ghana,Ashanti,Nkawie/Toase Hospital,Hospital,MoH,6.66632,-1.812262,Combination,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Nkenkasu District Hospital,District Hospital,MoH,7.31957,-1.90289,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Nkwanta Community Clinic,Clinic,MoH,7.51378,-1.34725,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Nnadieso Health Centre,Health Centre,MoH,6.59956,-1.092061,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Nobewam SDA Clinic,Clinic,FBO,6.62289,-1.23985,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Nsutaman Health Centre,Health Centre,MoH,7.00861,-1.38146,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ntobroso Health Centre,Health Centre,MoH,6.53571,-2.04245,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Numereso Health Centre,Health Centre,MoH,6.07568,-1.85459,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Nweneso III Health Centre,Health Centre,MoH,6.567016,-1.778963,Combination,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Nyameani Methodist Clinic,Clinic,FBO,6.56458,-1.43022,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Nyinahin Government District Hospital,District Hospital,MoH,6.60115,-2.10999,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Obogu Health Centre,Health Centre,MoH,6.51484,-1.11586,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Obonsu Clinic,Clinic,MoH,5.95324,-1.35225,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Obuasi Government Hospital,Hospital,MoH,6.203494,-1.684858,Google Earth,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Offinso Health Centre,Health Centre,MoH,6.93782,-1.67504,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Ofoase Health Centre,Health Centre,MoH,6.37813,-1.26746,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Okaikrom Health Centre,Health Centre,MoH,6.82612,-1.30866,GPS,GHA,Health Centre,2.0,Tier2 health center
Ghana,Ashanti,Oku Catholic Clinic,Clinic,FBO,7.34796,-1.00318,GPS,GHA,Health Clinic,2.0,Tier2 health center
Ghana,Ashanti,Onwe SDA Hospital,Hospital,FBO,6.68001,-1.54161,GPS,GHA,Hospital,3.0,Tier3 provincial hospital
Ghana,Ashanti,Piase Community-based Health Planning and Services,Community-based Health Planning and Services,MoH,6.59099,-1.45151,GPS,GHA,Community Health Unit,1.0,Tier1 health post
