name,type,state,lat,lon
RH Shriwadhan,CHC,MAHARASHTRA,18.25972000037347,73.12620000047536
Eturunagaram,CHC,TELANGANA,18.337811000366653,80.42987000027678
Newasa,CHC,MAHARASHTRA,19.550487999383687,74.92745400075074
Pachod,CHC,MAHARASHTRA,19.572336109989102,75.6265055598754
Loni,CHC,MAHARASHTRA,19.579200000212825,74.46876499996449
NSKMC Swami Samarth Hospital,CHC,MAHARASHTRA,19.580000000192147,73.45999999933636
Khardi,CHC,MAHARASHTRA,19.58229199970443,73.39296300027338
NSKMC Dr Zakir Hussain Hospital,CHC,MAHARASHTRA,19.58999999937912,73.47000000016341
Etapalli,CHC,MAHARASHTRA,19.599950999894137,80.22808999984797
Igatpuri,CHC,MAHARASHTRA,19.635709999889173,73.57099000038609
Nandgaon,CHC,MAHARASHTRA,19.635709999889173,73.57099000038609
Haroti,CHC,RAJASTHAN,26.207350999973787,76.61238799984994
NASIRABAD,CHC,UTTARPRADESH,26.20826800003073,81.52009999984963
BHITARGAON,CHC,UTTARPRADESH,26.21262700029633,80.27702200053523
Fursatganj,CHC,UTTARPRADESH,26.2256480000666,81.09268799984004
PATARA,CHC,UTTARPRADESH,26.23231300014505,80.1939469996158
JATUATAPPA,CHC,UTTARPRADESH,26.253107000260314,81.13662699978647
Shahgarh,CHC,UTTARPRADESH,26.263363000084333,81.76883299981831
jaisinghpur,CHC,UTTARPRADESH,26.28134299985596,82.24823700013938
Sapotara,CHC,RAJASTHAN,26.29145400009463,76.75228999984134
SARSAUL,CHC,UTTARPRADESH,26.294263999324013,80.48309300064967
Peeplu,CHC,RAJASTHAN,26.299306999851822,75.71348199976929
Malpura,CHC,RAJASTHAN,26.30056799998949,75.36966100016483
CHC Kailaras,CHC,MADHYA PRADESH,26.301353330300387,77.61414332953514
Mandrayal,CHC,RAJASTHAN,26.303048999634008,77.23515299999482
AMAWAN,CHC,UTTARPRADESH,26.305027000202635,81.35407299983108
BIDHNOO,CHC,UTTARPRADESH,26.31844500052492,80.27325300018308
CHC AMAYAN,CHC,MADHYA PRADESH,26.322524110163176,78.76042492937611
kurwar,CHC,UTTARPRADESH,26.335773000245304,81.99334800003885
CHC ROUN,CHC,MADHYA PRADESH,26.338550340650038,78.9458525499384
HARCHANDPUR,CHC,UTTARPRADESH,26.353283999697883,81.18069299995449
Newai,CHC,RAJASTHAN,26.359346999600497,75.91836600020325
Musafirkhana,CHC,UTTARPRADESH,26.36256000002717,81.81212599968434
Sikandra,CHC,UTTARPRADESH,26.36679699990595,79.69868500005832
jamon,CHC,UTTARPRADESH,26.36801400012269,81.66420200018835
Magrayar,CHC,UTTARPRADESH,26.37950400065524,80.69818399980329
Tiloi,CHC,UTTARPRADESH,26.39308199995547,81.46978000053878
CHC Noorabad,CHC,MADHYA PRADESH,26.404270000717137,78.06633999915051
KUREBHAR,CHC,UTTARPRADESH,26.413194000214705,82.127321999504
Mitrapura,CHC,RAJASTHAN,26.433202000130983,76.19512899992999
Dhanpatganj,CHC,UTTARPRADESH,26.440361000240447,82.03282499969708
Arain,CHC,RAJASTHAN,26.453700000230864,75.03713599994956
Borunda,CHC,RAJASTHAN,26.46666699973156,73.80000000050676
Mathaniya,CHC,RAJASTHAN,26.52973900036208,72.97432700070216
Bawri,CHC,RAJASTHAN,26.62309739982489,73.17331269981156
Bhopalgarh,CHC,RAJASTHAN,26.64584600001324,73.49302399966012
Bhaniyana,CHC,RAJASTHAN,26.660863000052565,71.88974300072492
Chamu,CHC,RAJASTHAN,26.666666999509108,72.58333300055148
Gothan,CHC,RAJASTHAN,26.671301000235182,73.74439200000396
Bajwas,CHC,RAJASTHAN,26.712900000304057,74.59526799957082
Osian,CHC,RAJASTHAN,26.72599999984136,72.90999999966245
Harsor,CHC,RAJASTHAN,26.73425299981193,74.47307800028976
Sankara,CHC,RAJASTHAN,26.73775799968928,71.59019900027738
Idawa,CHC,RAJASTHAN,26.778861999336108,74.26435300043191
Asop,CHC,RAJASTHAN,26.793605000008316,73.58149699957971
Rupangarh,CHC,RAJASTHAN,26.79473199999913,74.85217500027848
Sam,CHC,RAJASTHAN,26.830452999965036,70.50715700070612
Gacchipura,CHC,RAJASTHAN,26.95453799981906,74.45402800028626
Khinwsar,CHC,RAJASTHAN,26.97701100062077,73.40219900012099
Lohawat,CHC,RAJASTHAN,26.98164499991245,72.58143299994518
Panchala Siddha,CHC,RAJASTHAN,26.988398999937083,73.2750620001298
Budsu,CHC,RAJASTHAN,27.13792000000113,74.72200200005418
Jayal,CHC,RAJASTHAN,27.140149999533527,74.12634999942532
Chhoti Khatu,CHC,RAJASTHAN,27.16629000008553,74.34876300027146
Rol,CHC,RAJASTHAN,27.166700000446927,73.93330000030244
Tosina,CHC,RAJASTHAN,27.18261600035452,74.53168100011946
MEETHRI ladnu,CHC,RAJASTHAN,27.19735999997877,74.38925900027898
kukanwali,CHC,RAJASTHAN,27.22999099959378,74.98516799992748
TEPU,CHC,RAJASTHAN,27.263432599846105,72.0408906001264
Maulasar,CHC,RAJASTHAN,27.30562999977963,74.72685199978157
Kelansar,CHC,RAJASTHAN,27.34581859960675,72.93572149982019
Mohangarh,CHC,RAJASTHAN,27.35016300004398,71.21614299981175
Baru,CHC,RAJASTHAN,27.36469099944137,71.88381000017584
Bap,CHC,RAJASTHAN,27.36858000001739,72.34931900071764
Ramgarh,CHC,RAJASTHAN,27.37488999941006,70.49376900019176
Panchu,CHC,RAJASTHAN,27.445760999470554,73.13201000010248
Dhodh,CHC,RAJASTHAN,27.49237500017649,74.99128100040161
BHARNAWA,CHC,RAJASTHAN,27.502482000435,74.27368499964065
Nachna,CHC,RAJASTHAN,27.50746800031476,71.72369299934353
Nimbijodha,CHC,RAJASTHAN,27.611819999637195,74.2953569996005
Nechwa,CHC,RAJASTHAN,27.615610000499696,74.76589199959676
Jasrasar,CHC,RAJASTHAN,27.7097820003,73.81396900080416
Salasar,CHC,RAJASTHAN,27.725467000398822,74.72492800068244
Shandawa,CHC,RAJASTHAN,27.75000000061838,74.16666700023099
Jajod,CHC,RAJASTHAN,27.786571999553445,74.8549110000376
Bidasar,CHC,RAJASTHAN,27.830718999793,74.3182449995531
Kolayat,CHC,RAJASTHAN,27.835655999739547,72.95256899963029
Parihara,CHC,RAJASTHAN,27.929462000014038,74.55670600050483
Bajju,CHC,RAJASTHAN,27.93519299996307,72.51160900017112
Napsar,CHC,RAJASTHAN,27.959008999691743,73.55924999968462
Rol Sahabsar,CHC,RAJASTHAN,28.050000000175284,74.85000000021084
Mahansar,CHC,RAJASTHAN,28.20159260026438,75.04651229957652
Momasar,CHC,RAJASTHAN,28.21052100006016,74.28693299951463
Loonkaransar,CHC,RAJASTHAN,28.48321299979273,73.75072799916255
Jaitsisar,CHC,RAJASTHAN,28.75617299973263,74.45143500064223
Barjangsar,CHC,RAJASTHAN,28.77060609931611,74.4494610004161
Mahajan,CHC,RAJASTHAN,28.7897470000683,73.84484699957605
Rawla,CHC,RAJASTHAN,28.845047000235542,72.88171800000933
Sahawa,CHC,RAJASTHAN,28.871236999631314,74.84486500007812
Pallu,CHC,RAJASTHAN,28.876720000191348,74.1998060001825
Khadki Cantonment Board,CHC,MAHARASHTRA,18.342049999803766,73.5116799994783
Samsherpur,CHC,MAHARASHTRA,19.647480000408866,73.96431699988982
Mantha,CHC,MAHARASHTRA,19.64816500004961,76.38721000072894
Mulchera,CHC,MAHARASHTRA,19.67936400043221,80.00428699983007
Asti,CHC,MAHARASHTRA,19.6831889998634,79.80389900001944
Ghoti,CHC,MAHARASHTRA,19.685840000209087,73.65828999997056
Wada,CHC,MAHARASHTRA,19.68601099966029,73.17331299984886
Bidkin,CHC,MAHARASHTRA,19.70421389000898,75.29803611001147
Manor,CHC,MAHARASHTRA,19.724854999708185,72.90975400051346
Pujariguda,CHC,ORISSA,19.732049999695857,82.20372999993042
Gharsana,CHC,RAJASTHAN,29.021645899695365,73.07889570037057
Rajiyasar,CHC,RAJASTHAN,29.06226020022507,73.96537149986248
Ramgarh,CHC,RAJASTHAN,29.185269000091196,74.98074499999736
Phephana,CHC,RAJASTHAN,29.340000000062812,74.89999999985454
Sameja Kothi,CHC,RAJASTHAN,29.417516999768704,73.27454900011882
Madhosinghana,CHC,HARYANA,29.430000000354035,74.92999999964076
NIRWANA,CHC,RAJASTHAN,29.48632300032475,73.76486800006252
Raisinghnagar,CHC,RAJASTHAN,29.52769699982919,73.45220600033565
Dablirathan,CHC,RAJASTHAN,29.55069900017628,74.19151800053906
Tibi,CHC,RAJASTHAN,29.553999999234104,74.50200000017546
Ridmalsar,CHC,RAJASTHAN,29.564084399842056,73.75072760031057
Goluwala,CHC,RAJASTHAN,29.63299999939074,74.04999999962355
Baragudha,CHC,HARYANA,29.69999999977984,75.00000000004029
Padampur,CHC,RAJASTHAN,29.707549000421817,73.62565700035736
Dholipal,CHC,RAJASTHAN,29.75207400029933,74.26744400001832
Chunawadh,CHC,RAJASTHAN,29.821068400200787,73.7273276001719
Sri Karanpur,CHC,RAJASTHAN,29.83802000009753,73.46810799995302
Dhabaan,CHC,RAJASTHAN,29.85841900069095,74.5433990001813
kesarisinghpur,CHC,RAJASTHAN,29.947521000747432,73.62124199992485
Sitto Gunno CHC,CHC,PUNJAB,30.02460200031147,74.36334900033697
Shivpur,CHC,RAJASTHAN,30.050000000477528,73.86666699967387
Sarawa Bodlan CHC,CHC,PUNJAB,30.218731999554787,74.3959069996071
Khui Khera CHC,CHC,PUNJAB,30.301821000265104,74.09470399947602
Goniana CHC,CHC,PUNJAB,30.31913099969185,74.91413599965824
Dabwala Kalan CHC,CHC,PUNJAB,30.32883500029403,74.2516729999222
Bajakhana CHC,CHC,PUNJAB,30.455314999688166,74.98078500018035
Bariwala CHC,CHC,PUNJAB,30.46723000000552,74.4313969993533
Sadiq CHC,CHC,PUNJAB,30.710083000152267,74.5820000005037
Daroli Bhai CHC,CHC,PUNJAB,30.81018899982801,75.04513400006304
Sirhali CHC,CHC,PUNJAB,31.099239000301864,74.91576199972984
Harikepattan CHC,CHC,PUNJAB,31.165294999832884,74.94306599993986
Brahampura CHC,CHC,PUNJAB,31.303840000291355,74.99630000018342
Naushera Pannuan CHC,CHC,PUNJAB,31.33998999995308,74.95376000052786
Ghuman CHC,CHC,PUNJAB,31.98950199935829,75.04505200004729
Saipau,CHC,RAJASTHAN,26.452728000246232,77.52181300061645
Kurgaon,CHC,RAJASTHAN,26.4553469995259,76.85552000042894
Purwa,CHC,UTTARPRADESH,26.459199000097573,80.76654800008545
Ayana,CHC,UTTARPRADESH,26.46121799933692,79.34444399950226
Jagdishpur,CHC,UTTARPRADESH,26.46148800017273,81.6171349999473
BALDIRAY,CHC,UTTARPRADESH,26.46850800063962,81.893457999458
Singhpur,CHC,UTTARPRADESH,26.480595000026163,81.43676500043583
Mandawari,CHC,RAJASTHAN,26.48559999983932,76.43557000005734
CHC MEHGAON,CHC,MADHYA PRADESH,26.49516500063859,78.61296500045422
Sarmathura,CHC,RAJASTHAN,26.514829999706084,77.36802699981818
SHIVGARH,CHC,UTTARPRADESH,26.542132999522856,81.24593800016282
Jhijhak,CHC,UTTARPRADESH,26.555611999760444,79.7224249999556
Mathura Nagar,CHC,UTTARPRADESH,26.560000000108865,81.13099999955914
Roopwas,CHC,RAJASTHAN,26.562407000162057,75.87447300028761
Rajpur,CHC,UTTARPRADESH,26.56248500032832,79.14001100005329
CHC Khadiyahar,CHC,MADHYA PRADESH,26.563906670124616,78.20866000068035
Phagi,CHC,RAJASTHAN,26.578406000077614,75.568425000452
Bamanwas,CHC,RAJASTHAN,26.580890000174037,76.54408000054264
Vajeerpur,CHC,RAJASTHAN,26.58246999995073,76.87332000010444
Piloda,CHC,RAJASTHAN,26.599999999940582,76.82999999957592
Shukul bazar,CHC,UTTARPRADESH,26.60567599981366,81.58120700053318
CHAUBEYPUR,CHC,UTTARPRADESH,26.618567999764533,80.18681499969068
CHC Mahewa,CHC,UTTARPRADESH,26.621422999839524,79.2307760002163
Dibiyapur,CHC,UTTARPRADESH,26.626693000159204,79.55339100001626
Milkipur,CHC,UTTARPRADESH,26.628182000400912,81.94250499977296
Masalpur,CHC,RAJASTHAN,26.63261999988877,77.23189300035405
Ramgarh Pachwara,CHC,RAJASTHAN,26.635734000185032,76.2537049999955
Trivediganj,CHC,UTTARPRADESH,26.643175999754774,81.31347500061464
Kasba Kothi,CHC,UTTARPRADESH,26.67360999958053,81.42742400010795
Dudu,CHC,RAJASTHAN,26.683025000268028,75.23186200027105
MOHANLALGANJ,CHC,UTTARPRADESH,26.68606300044532,80.98855500015245
Kanchanpur,CHC,RAJASTHAN,26.70304299967094,77.69655699972553
Banshi Pahadpur,CHC,UTTARPRADESH,26.708043200044195,79.4499807003646
Nadauti,CHC,RAJASTHAN,26.70825199998816,76.71815699965488
Achhalda,CHC,UTTARPRADESH,26.715537000202897,79.4165050001665
Tunga,CHC,RAJASTHAN,26.72929900029483,76.14967299969194
CHC ATER,CHC,MADHYA PRADESH,26.74831333021175,78.64500833064356
Sohawal,CHC,UTTARPRADESH,26.75507699981233,81.97856799980461
GOSAIGANJ,CHC,UTTARPRADESH,26.767729999872326,81.10552200033555
Lawaan,CHC,RAJASTHAN,26.772963000520885,76.21025000064608
Hasanganj,CHC,UTTARPRADESH,26.773836999700272,80.63160000047687
Gudachanderji,CHC,RAJASTHAN,26.78365000030749,76.67172299997375
Haidergarh,CHC,UTTARPRADESH,26.785483000002763,81.51379600047808
KAKWAN,CHC,UTTARPRADESH,26.79328200042725,79.97957100013952
Paparda,CHC,RAJASTHAN,26.797099999892392,76.4239500008031
R S Ghat,CHC,UTTARPRADESH,26.79721999979012,81.54182999953576
Miyaganj,CHC,UTTARPRADESH,26.79785999950633,80.49422700055538
Bichun,CHC,RAJASTHAN,26.807558000083013,75.35187099963674
Maniya,CHC,RAJASTHAN,26.81736899999989,77.91796100026814
Sanganer,CHC,RAJASTHAN,26.821567999395416,75.77494000008213
banskhoh,CHC,RAJASTHAN,26.82437400060311,76.14649000004403
Jaitpur Kalan,CHC,UTTARPRADESH,26.83303300074321,78.6887269999019
Bassi,CHC,RAJASTHAN,26.838204999984107,76.05369599940326
Basreher,CHC,UTTARPRADESH,26.84146800001912,79.08553999990058
Jatabarauli,CHC,UTTARPRADESH,26.846746999654027,81.1369250006106
Jaswantnagar,CHC,UTTARPRADESH,26.87448499986129,78.91113800019998
RH Jaswali,CHC,MAHARASHTRA,18.42641999997695,73.24371999995412
Bhatakumarada,CHC,ORISSA,19.43602999990408,84.875760000071
Mohana,CHC,ORISSA,19.439770000415063,84.2607100001824
Adapada,CHC,ORISSA,19.45202000054208,84.64376999979369
Dabugaon,CHC,ORISSA,19.453829999878035,82.41399999966897
Jaipatna,CHC,ORISSA,19.46859000052844,82.81026999951939
Kalyansingpur,CHC,ORISSA,19.50672999997041,83.31315000014715
Shearagada,CHC,ORISSA,19.51091000057,84.60679999956575
Bissamcuttack,CHC,ORISSA,19.516299999264994,83.50848000071623
Thuamul Rampur,CHC,ORISSA,19.54512000049788,82.93883000009089
Daspur RH,CHC,WEST BENGAL,22.606799999275225,87.7223829997079
B. B. Dhar RH,CHC,WEST BENGAL,22.606804659901105,87.9344716001116
Haroa Rural Hospital,CHC,WEST BENGAL,22.61433299992326,88.68140000058739
Rajnagar,CHC,JHARKHAND,22.62000000013822,86.00999999973534
Potka,CHC,JHARKHAND,22.62000000013822,86.21000000010677
Domjur RH,CHC,WEST BENGAL,22.63301333958918,88.22447886990724
Salboni RH,CHC,WEST BENGAL,22.640232999541237,87.3152669998318
Kansabel,CHC,CHATTISGARH,22.644506779797656,83.74058626994075
Khuntpani,CHC,JHARKHAND,22.64459100038415,85.80717099971837
Bano,CHC,JHARKHAND,22.65199799997298,84.91841600007747
Natibpur Rural Hospital,CHC,WEST BENGAL,22.66639999983128,87.89065000009134
KAPU,CHC,CHATTISGARH,22.66965210006061,83.33590907029689
Jagatballavpur RH,CHC,WEST BENGAL,22.679844249807694,88.10837854005577
Akuni Ichapasar Rural Hospital,CHC,WEST BENGAL,22.69145000017587,88.26356699965876
Chanditala RH,CHC,WEST BENGAL,22.69145000017587,88.26356699965876
Dhanyakuria Rural Hospital,CHC,WEST BENGAL,22.69156700007972,88.75664999984903
Kolebira,CHC,JHARKHAND,22.698204999464437,84.69895700034697
Biswanathpur Rural Hospital,CHC,WEST BENGAL,22.700532999960657,88.63869999930166
Shibhati BPHC,CHC,WEST BENGAL,22.702333000234496,88.89273300015785
Kanaipur RH,CHC,WEST BENGAL,22.702617000067217,88.32068300023235
Khanakul RH,CHC,WEST BENGAL,22.70343299939096,87.8490669999625
CHC VIJAYNAGAR,CHC,CHATTISGARH,22.704816389975136,83.35564203964798
Kewakole RH,CHC,WEST BENGAL,22.70806700036765,87.18408300055248
DULDULA,CHC,CHATTISGARH,22.71173444004784,84.1053089893017
Vidyasagar BPHC,CHC,WEST BENGAL,22.721282999598685,87.66258299925369
Dwarigeria RH,CHC,WEST BENGAL,22.73110000016368,87.34988299989197
Chhotojagulia BPHC,CHC,WEST BENGAL,22.73138299991365,88.53170000033363
Jangipara RH,CHC,WEST BENGAL,22.741699999987823,88.05126700051588
Debipur BPHC,CHC,WEST BENGAL,22.760682869815117,87.96798807034885
Sarenga RH,CHC,WEST BENGAL,22.767467000457117,87.01584999960588
Mainpat,CHC,CHATTISGARH,22.76767999979631,83.33659666956146
Rania,CHC,JHARKHAND,22.770000000015173,85.09999999993188
Dakshin Narayanpur RH,CHC,WEST BENGAL,22.795016999762243,87.89638300062391
Raipur RH,CHC,WEST BENGAL,22.809183000198576,86.93261699940102
Amdanga Rural Hospital,CHC,WEST BENGAL,22.81081700033436,88.51105000019784
Kotulpur RH,CHC,WEST BENGAL,23.01995000024392,87.58043299987051
Akri Srirampur RH,CHC,WEST BENGAL,22.825350000429072,87.95415000040241
Maslandpur Rural Hospital,CHC,WEST BENGAL,22.8360830000015,88.72575000043754
Sarapul RH,CHC,WEST BENGAL,22.83831700045697,88.86861700051695
Sabdalpur Rural Hospital,CHC,WEST BENGAL,22.844883000172143,88.56588299985049
Kuchai,CHC,JHARKHAND,22.850000000426014,85.72999999993405
Garhbeta RH,CHC,WEST BENGAL,22.857516999424607,87.35530000005703
Ranibandh RH,CHC,WEST BENGAL,22.861399999801066,86.78175000045661
Bandgaon,CHC,JHARKHAND,22.86336399935479,85.33098200062888
Basia,CHC,JHARKHAND,22.86999999961223,84.82000000013058
Bandwan Rural Hospital,CHC,WEST BENGAL,22.879000000017957,86.50231699929635
Goghat BPHC,CHC,WEST BENGAL,22.887416999917185,87.71358299987838
Karra,CHC,JHARKHAND,22.89543099969846,84.99632099980575
Patmada,CHC,JHARKHAND,22.900000000069475,86.37999999979365
Kamdara,CHC,JHARKHAND,22.9100000003408,84.92000000031628
Udaipur,CHC,CHATTISGARH,22.911207429772706,82.94964933991555
Nanna Rural Hospital,CHC,WEST BENGAL,22.91714999985957,88.44064999976526
Simlapal RH,CHC,WEST BENGAL,22.926249999979813,87.07486699971237
Chandpara Rural Hospital,CHC,WEST BENGAL,22.94074999973884,88.77735000021359
Raidih,CHC,JHARKHAND,22.95000000037485,84.46000000000103
Chandil,CHC,JHARKHAND,22.95000000037485,86.05000000034862
Murhu,CHC,JHARKHAND,22.959999999707183,85.28999999947625
Polba RH,CHC,WEST BENGAL,22.96171700004386,88.30456700035477
Batauli,CHC,CHATTISGARH,22.961811259821225,83.4238967302314
Dhaniakhali RH,CHC,WEST BENGAL,22.965582999823937,88.091883000174
Khatra BPHC   simla,CHC,WEST BENGAL,22.969450000674986,86.8486170005386
Kamarpukur Rural Hospital,CHC,WEST BENGAL,22.978532999787166,87.65811699966585
Lakhanpur,CHC,CHATTISGARH,22.98354292962984,83.03792476976142
Arki,CHC,JHARKHAND,22.990000000543297,85.53000000046094
Chinsurah Mogra RH,CHC,WEST BENGAL,22.991517000284,88.36918300020116
MANORA,CHC,CHATTISGARH,22.99750378996768,84.05537973019001
Ichagarh,CHC,JHARKHAND,23.00000000011225,85.95000000016292
Nimdih,CHC,JHARKHAND,23.00000000011225,86.13300000002666
Madhabdihi RH,CHC,WEST BENGAL,23.01385000039458,87.86663300018462
Bari BPHC,CHC,WEST BENGAL,23.0142669999778,86.53778300054972
Taldangra RH,CHC,WEST BENGAL,23.0193829998684,87.10173300025448
Joypur BPHC,CHC,WEST BENGAL,23.055382999731517,87.4515169996469
Manbazar RH,CHC,WEST BENGAL,23.056832999928464,86.65878299977727
Amjhuri RH,CHC,WEST BENGAL,23.058450000441077,86.80857000006965
Jamalpur RH,CHC,WEST BENGAL,23.062982999827543,87.99096700046948
Pandua RH,CHC,WEST BENGAL,23.074216999449074,88.28109999937061
Maheshbati Rural Hospital,CHC,WEST BENGAL,23.075750000102417,87.90673300035702
Bansgarh CHC,CHC,WEST BENGAL,23.093050000749912,86.2324830000034
Sundarpur BPHC,CHC,WEST BENGAL,23.094982999915395,88.71916699961012
Ahamedpur RH,CHC,WEST BENGAL,23.0970329996666,88.45271699980657
Lapung,CHC,JHARKHAND,23.09999999998176,84.83999999998807
Chirmiri,CHC,CHATTISGARH,23.10287091041851,82.38393990977679
Onda RH,CHC,WEST BENGAL,23.115466999784587,87.17581700065035
Chainpur,CHC,JHARKHAND,23.139999999861036,84.23999999977212
Ramanujnagar,CHC,CHATTISGARH,23.14674404054601,82.71885176963461
Indus RH,CHC,WEST BENGAL,23.15296700014845,87.62045000020223
Indpur RH,CHC,WEST BENGAL,23.15530000058592,86.92256700014187
Badla BPHC,CHC,WEST BENGAL,23.15911700003892,88.29816699982544
Dumri,CHC,JHARKHAND,23.159999999995225,84.14000000048476
Puncha Rural Hospital,CHC,WEST BENGAL,23.16340000014316,86.65221700046494
RH Roha,CHC,MAHARASHTRA,18.269289999903744,73.73680000066965
Pandripani,CHC,ORISSA,18.433720000580895,82.01530000038116
Chandrapur,CHC,ORISSA,19.59801999975423,83.88011000014576
Kalampur,CHC,ORISSA,19.614310000447027,82.88425000015823
Muniguda,CHC,ORISSA,19.630539999266016,83.48476000001209
Krushna Prasad,CHC,ORISSA,19.63487999995366,85.26502000019505
Dharakote,CHC,ORISSA,19.64225999950946,84.5738100004755
Badagada,CHC,ORISSA,19.64569000034666,84.41444000000588
Chilka Nuapada,CHC,ORISSA,19.663570000423643,85.38093999954145
Koksara,CHC,ORISSA,19.66805999984156,82.70195999994898
Balisira,CHC,ORISSA,19.697350000170555,84.63779000028727
Radhanagar RH,CHC,WEST BENGAL,23.164367000745013,87.32776699951813
Barsul BPHC,CHC,WEST BENGAL,23.184232999881125,87.96751700010209
Bishrampur,CHC,CHATTISGARH,23.184818830043834,82.96567938988507
Pathardih Rural Hospital,CHC,WEST BENGAL,23.191317000665816,86.05934999999903
Dhourpur,CHC,CHATTISGARH,23.193357770062388,83.4337856202376
Jadavdutta RH,CHC,WEST BENGAL,23.19746699985852,88.53365000027036
Bishunpur,CHC,JHARKHAND,23.199999999706545,84.20000000005719
Patrasayer RH,CHC,WEST BENGAL,23.205867000722684,87.52818299981615
Bagdah RH,CHC,WEST BENGAL,23.20824999927287,88.89015000055959
Latori,CHC,CHATTISGARH,23.213983329827634,83.09915333046924
Khandaghosh BPHC,CHC,WEST BENGAL,23.216083000499808,87.68363300032088
Mahuadar,CHC,JHARKHAND,23.230000000029303,84.5999999999017
Chakoltore Rural Hospital,CHC,WEST BENGAL,23.23633299968824,86.3596999994622
Aranghata RH,CHC,WEST BENGAL,23.23961699969585,88.62654999941971
Ghaghra,CHC,JHARKHAND,23.25999999993149,84.56000000018673
Anchuri RH,CHC,WEST BENGAL,23.272499999993272,87.00163299961133
Sirkabad Rural Hospital,CHC,WEST BENGAL,23.274767000507,86.19516700016908
Patna,CHC,CHATTISGARH,23.279999999392288,82.65000000032283
Atghoria RH,CHC,WEST BENGAL,23.28115000018265,88.26054999969223
Adrahati BPHC,CHC,WEST BENGAL,23.291049999950072,87.64726700034056
Bero,CHC,JHARKHAND,23.30000000041094,85.01999999960368
Shankargarh,CHC,CHATTISGARH,23.3006925096878,83.6007391902509
Hura RH,CHC,WEST BENGAL,23.31135000022956,86.65398299938029
Kanchanpur BPHC,CHC,WEST BENGAL,23.31448300017174,87.09069999973275
Namkom,CHC,JHARKHAND,23.32999999982201,85.36999999980449
Chhatna RH,CHC,WEST BENGAL,23.321433000689105,86.97534999940042
Kurmun BPHC,CHC,WEST BENGAL,23.341299999849458,87.985233000112
Silli,CHC,JHARKHAND,23.35000000001897,85.84000000004846
Bhandra,CHC,JHARKHAND,23.36243399986268,84.77724700003971
Pursha Rural Hospital,CHC,WEST BENGAL,23.365833000066228,87.63776700000402
Bishnupur RH,CHC,WEST BENGAL,23.380032999871872,88.41778299972907
Senha,CHC,JHARKHAND,23.385000000297136,84.65100000052641
Bhaiyathan,CHC,CHATTISGARH,23.390609999409385,82.85192832967304
Amarkanan RH,CHC,WEST BENGAL,23.392616999255115,87.11070000048854
Chandwa,CHC,JHARKHAND,23.40000000017861,84.44000000014354
Angara,CHC,JHARKHAND,23.40000000017861,85.47999999991892
Bhatar RH,CHC,WEST BENGAL,23.401300000159583,87.93678300037193
Kotshila RH,CHC,WEST BENGAL,23.403716999848285,86.0694500003852
Kustour Rural Hospital,CHC,WEST BENGAL,23.405267000027283,86.45331699973534
Srirampur RH,CHC,WEST BENGAL,23.414349999906868,88.33314999940842
Maheshganj RH,CHC,WEST BENGAL,23.41553299944254,88.39963300024918
Monteswar RH,CHC,WEST BENGAL,23.417050000273477,88.10985000025407
Krishnaganj RH,CHC,WEST BENGAL,23.41714999932045,88.69800000016369
Joypur Rural Hospital,CHC,WEST BENGAL,23.417700000146592,86.14073300072462
Barjora RH,CHC,WEST BENGAL,23.42498300030785,87.2819999998338
Mankar RH,CHC,WEST BENGAL,23.43294999946748,87.55030000001494
Jamtara BPHC,CHC,WEST BENGAL,23.435867000605587,87.59683300032859
Kolloli Rural Hospital,CHC,WEST BENGAL,23.438732999863333,86.68521700049925
Lohardaga Sadar,CHC,JHARKHAND,23.44179200035745,84.68525699966308
Mandar,CHC,JHARKHAND,23.44999999971056,85.09000000000316
Purbasthali RH.,CHC,WEST BENGAL,23.457149999269827,88.32514999964509
PANAGARH Rural Hospital,CHC,WEST BENGAL,23.459449999671453,87.44989999979614
Garu,CHC,JHARKHAND,23.46699999991775,84.14543299964498
Ormanjhi,CHC,JHARKHAND,23.46999999935697,85.46000000006146
Sonhat,CHC,CHATTISGARH,23.47889020043338,82.51764056986728
Odgi,CHC,CHATTISGARH,23.479153329848938,82.8046850000232
Dhubulia RH,CHC,WEST BENGAL,23.489316999715594,88.44911700040716
Balumath,CHC,JHARKHAND,23.49000000009286,84.46000000000103
Barwadih,CHC,JHARKHAND,23.499999999820503,84.5999999999017
Chano,CHC,JHARKHAND,23.499999999820503,84.96999999995998
Manika,CHC,JHARKHAND,23.50999999938556,84.20000000005719
Para Rural Hospital,CHC,WEST BENGAL,23.51225000021063,86.51528300003632
Kisko,CHC,JHARKHAND,23.51433900050704,84.66553000051537
Chapra RH,CHC,WEST BENGAL,23.517649999543828,88.5458329997643
Saltora RH,CHC,WEST BENGAL,23.52279999996201,86.93688299987065
Gola,CHC,JHARKHAND,23.52548100044339,85.71766500010413
Raghunathpur BPHC,CHC,WEST BENGAL,23.525699999655565,86.62761700022702
Bononabagram RH,CHC,WEST BENGAL,23.52706700003684,87.63145000021369
Kuru,CHC,JHARKHAND,23.541890999634944,84.81899000000213
Mejhia RH,CHC,WEST BENGAL,23.56071700015439,87.10463300004517
Kasmar,CHC,JHARKHAND,23.57000000031903,85.95000000016292
Singot RH,CHC,WEST BENGAL,23.571382999979487,87.98215000002322
Burmo,CHC,JHARKHAND,23.57315300017008,85.1315049994159
